				node_types		node_column
				biolink:Gene		ENSG00000112280
				biolink:Protein		ENSP00000349790
				biolink:Gene		ENSG00000142173
				biolink:Protein		ENSP00000300527
				biolink:Gene		ENSG00000151388
				biolink:Protein		ENSP00000422554
				biolink:Gene		ENSG00000127990
				biolink:Protein		ENSP00000398930
				biolink:Gene		ENSG00000163815
				biolink:Protein		ENSP00000296130
				biolink:Gene		ENSG00000169031
				biolink:Protein		ENSP00000379823
				biolink:Gene		ENSG00000153162
				biolink:Protein		ENSP00000283147
				biolink:Gene		ENSG00000183840
				biolink:Protein		ENSP00000327417
				biolink:Gene		ENSG00000162494
				biolink:Protein		ENSP00000365253
				biolink:Gene		ENSG00000088053
				biolink:Protein		ENSP00000308782
				biolink:Gene		ENSG00000108821
				biolink:Protein		ENSP00000225964
				biolink:Gene		ENSG00000187955
				biolink:Protein		ENSP00000297848
				biolink:Gene		ENSG00000101311
				biolink:Protein		ENSP00000217289
				biolink:Gene		ENSG00000023892
				biolink:Protein		ENSP00000319831
				biolink:Gene		ENSG00000163359
				biolink:Protein		ENSP00000295550
				biolink:Gene		ENSG00000189319
				biolink:Protein		ENSP00000338532
				biolink:Gene		ENSG00000171992
				biolink:Protein		ENSP00000377789
				biolink:Gene		ENSG00000091409
				biolink:Protein		ENSP00000386896
				biolink:Protein		ENSP00000378888
				biolink:Gene		ENSG00000182613
				biolink:Protein		ENSP00000332185
				biolink:Gene		ENSG00000167695
				biolink:Protein		ENSP00000312017
				biolink:Gene		ENSG00000196878
				biolink:Protein		ENSP00000375778
				biolink:Gene		ENSG00000138759
				biolink:Protein		ENSP00000326330
				biolink:Gene		ENSG00000167767
				biolink:Protein		ENSP00000378292
				biolink:Gene		ENSG00000143369
				biolink:Protein		ENSP00000358045
				biolink:Gene		ENSG00000173402
				biolink:Protein		ENSP00000442600
				biolink:Gene		ENSG00000173714
				biolink:Protein		ENSP00000311184
				biolink:Gene		ENSG00000049089
				biolink:Protein		ENSP00000361834
				biolink:Protein		ENSP00000479716
				biolink:Gene		ENSG00000144362
				biolink:Protein		ENSP00000481046
				biolink:Gene		ENSG00000139971
				biolink:Protein		ENSP00000267485
				biolink:Gene		ENSG00000090539
				biolink:Protein		ENSP00000204604
				biolink:Gene		ENSG00000153707
				biolink:Protein		ENSP00000370593
				biolink:Gene		ENSG00000132670
				biolink:Protein		ENSP00000369756
				biolink:Protein		ENSP00000379873
				biolink:Gene		ENSG00000173210
				biolink:Protein		ENSP00000425394
				biolink:Gene		ENSG00000166741
				biolink:Protein		ENSP00000441434
				biolink:Gene		ENSG00000143546
				biolink:Protein		ENSP00000357722
				biolink:Gene		ENSG00000154380
				biolink:Protein		ENSP00000355809
				biolink:Gene		ENSG00000073712
				biolink:Protein		ENSP00000342858
				biolink:Gene		ENSG00000099994
				biolink:Protein		ENSP00000351075
				biolink:Protein		ENSP00000344254
				biolink:Gene		ENSG00000144824
				biolink:Protein		ENSP00000405405
				biolink:Gene		ENSG00000101443
				biolink:Protein		ENSP00000361761
				biolink:Gene		ENSG00000111276
				biolink:Protein		ENSP00000228872
				biolink:Gene		ENSG00000013588
				biolink:Protein		ENSP00000014914
				biolink:Gene		ENSG00000213949
				biolink:Protein		ENSP00000282588
				biolink:Gene		ENSG00000162391
				biolink:Protein		ENSP00000306888
				biolink:Gene		ENSG00000156103
				biolink:Protein		ENSP00000286614
				biolink:Gene		ENSG00000184292
				biolink:Protein		ENSP00000360269
				biolink:Gene		ENSG00000115694
				biolink:Protein		ENSP00000325748
				biolink:Gene		ENSG00000198542
				biolink:Protein		ENSP00000365351
				biolink:Gene		ENSG00000115468
				biolink:Protein		ENSP00000264059
				biolink:Gene		ENSG00000213853
				biolink:Protein		ENSP00000352540
				biolink:Gene		ENSG00000110651
				biolink:Protein		ENSP00000263645
				biolink:Gene		ENSG00000163520
				biolink:Protein		ENSP00000384169
				biolink:Gene		ENSG00000177469
				biolink:Protein		ENSP00000349541
				biolink:Gene		ENSG00000187244
				biolink:Protein		ENSP00000270233
				biolink:Gene		ENSG00000109586
				biolink:Protein		ENSP00000265000
				biolink:Gene		ENSG00000163749
				biolink:Protein		ENSP00000373566
				biolink:Gene		ENSG00000131386
				biolink:Protein		ENSP00000344260
				biolink:Gene		ENSG00000166086
				biolink:Protein		ENSP00000299106
				biolink:Gene		ENSG00000156886
				biolink:Protein		ENSP00000373854
				biolink:Gene		ENSG00000091128
				biolink:Protein		ENSP00000373433
				biolink:Gene		ENSG00000150938
				biolink:Protein		ENSP00000280527
				biolink:Gene		ENSG00000164946
				biolink:Protein		ENSP00000412940
				biolink:Protein		ENSP00000340937
				biolink:Gene		ENSG00000134531
				biolink:Protein		ENSP00000256951
				biolink:Gene		ENSG00000074054
				biolink:Protein		ENSP00000263710
				biolink:Gene		ENSG00000145623
				biolink:Protein		ENSP00000274276
				biolink:Gene		ENSG00000162510
				biolink:Protein		ENSP00000362870
				biolink:Gene		ENSG00000143119
				biolink:Protein		ENSP00000271324
				biolink:Gene		ENSG00000162729
				biolink:Protein		ENSP00000357065
				biolink:Gene		ENSG00000163347
				biolink:Protein		ENSP00000295522
				biolink:Gene		ENSG00000006059
				biolink:Protein		ENSP00000007735
				biolink:Gene		ENSG00000170523
				biolink:Protein		ENSP00000293670
				biolink:Gene		ENSG00000157992
				biolink:Protein		ENSP00000442400
				biolink:Gene		ENSG00000108417
				biolink:Protein		ENSP00000225550
				biolink:Gene		ENSG00000221837
				biolink:Protein		ENSP00000381009
				biolink:Gene		ENSG00000187272
				biolink:Protein		ENSP00000254072
				biolink:Gene		ENSG00000198271
				biolink:Protein		ENSP00000340546
				biolink:Gene		ENSG00000212900
				biolink:Protein		ENSP00000375429
				biolink:Gene		ENSG00000182898
				biolink:Protein		ENSP00000357796
				biolink:Gene		ENSG00000241233
				biolink:Protein		ENSP00000420723
				biolink:Gene		ENSG00000206105
				biolink:Protein		ENSP00000372278
				biolink:Gene		ENSG00000188694
				biolink:Protein		ENSP00000339238
				biolink:Protein		ENSP00000332643
				biolink:Gene		ENSG00000212722
				biolink:Protein		ENSP00000375234
				biolink:Gene		ENSG00000274749
				biolink:Protein		ENSP00000479656
				biolink:Gene		ENSG00000110375
				biolink:Protein		ENSP00000264031
				biolink:Gene		ENSG00000231068
				biolink:Protein		ENSP00000404517
				biolink:Gene		ENSG00000166471
				biolink:Protein		ENSP00000433126
				biolink:Gene		ENSG00000187026
				biolink:Protein		ENSP00000334287
				biolink:Gene		ENSG00000171446
				biolink:Protein		ENSP00000301656
				biolink:Gene		ENSG00000186832
				biolink:Protein		ENSP00000301653
				biolink:Gene		ENSG00000180386
				biolink:Protein		ENSP00000375149
				biolink:Gene		ENSG00000134508
				biolink:Protein		ENSP00000256925
				biolink:Gene		ENSG00000182591
				biolink:Protein		ENSP00000330720
				biolink:Gene		ENSG00000206107
				biolink:Protein		ENSP00000372286
				biolink:Gene		ENSG00000185640
				biolink:Protein		ENSP00000328358
				biolink:Gene		ENSG00000212933
				biolink:Protein		ENSP00000375476
				biolink:Gene		ENSG00000187175
				biolink:Protein		ENSP00000375475
				biolink:Gene		ENSG00000170465
				biolink:Protein		ENSP00000252250
				biolink:Gene		ENSG00000186924
				biolink:Protein		ENSP00000333887
				biolink:Gene		ENSG00000188581
				biolink:Protein		ENSP00000305975
				biolink:Gene		ENSG00000092295
				biolink:Protein		ENSP00000206765
				biolink:Gene		ENSG00000188508
				biolink:Protein		ENSP00000339251
				biolink:Gene		ENSG00000170484
				biolink:Protein		ENSP00000307240
				biolink:Gene		ENSG00000254997
				biolink:Protein		ENSP00000431443
				biolink:Gene		ENSG00000244362
				biolink:Protein		ENSP00000334696
				biolink:Gene		ENSG00000227234
				biolink:Protein		ENSP00000405202
				biolink:Gene		ENSG00000107819
				biolink:Protein		ENSP00000224807
				biolink:Gene		ENSG00000204873
				biolink:Protein		ENSP00000392189
				biolink:Gene		ENSG00000184032
				biolink:Protein		ENSP00000330746
				biolink:Gene		ENSG00000232263
				biolink:Protein		ENSP00000398619
				biolink:Gene		ENSG00000241595
				biolink:Protein		ENSP00000334922
				biolink:Gene		ENSG00000173908
				biolink:Protein		ENSP00000305263
				biolink:Gene		ENSG00000187005
				biolink:Protein		ENSP00000335566
				biolink:Gene		ENSG00000101193
				biolink:Protein		ENSP00000266069
				biolink:Gene		ENSG00000184351
				biolink:Protein		ENSP00000375108
				biolink:Gene		ENSG00000204880
				biolink:Protein		ENSP00000328444
				biolink:Gene		ENSG00000146350
				biolink:Protein		ENSP00000381270
				biolink:Gene		ENSG00000244624
				biolink:Protein		ENSP00000335503
				biolink:Gene		ENSG00000187166
				biolink:Protein		ENSP00000334805
				biolink:Gene		ENSG00000163463
				biolink:Protein		ENSP00000295682
				biolink:Gene		ENSG00000203783
				biolink:Protein		ENSP00000357733
				biolink:Gene		ENSG00000111727
				biolink:Protein		ENSP00000229330
				biolink:Gene		ENSG00000244537
				biolink:Protein		ENSP00000366955
				biolink:Gene		ENSG00000203786
				biolink:Protein		ENSP00000475216
				biolink:Gene		ENSG00000198390
				biolink:Protein		ENSP00000347635
				biolink:Gene		ENSG00000198090
				biolink:Protein		ENSP00000328270
				biolink:Protein		ENSP00000367828
				biolink:Gene		ENSG00000243284
				biolink:Protein		ENSP00000357080
				biolink:Gene		ENSG00000215454
				biolink:Protein		ENSP00000383225
				biolink:Gene		ENSG00000221864
				biolink:Protein		ENSP00000354001
				biolink:Gene		ENSG00000186442
				biolink:Protein		ENSP00000413479
				biolink:Gene		ENSG00000240871
				biolink:Protein		ENSP00000375236
				biolink:Gene		ENSG00000212725
				biolink:Protein		ENSP00000375238
				biolink:Gene		ENSG00000204571
				biolink:Protein		ENSP00000381541
				biolink:Gene		ENSG00000167768
				biolink:Protein		ENSP00000252244
				biolink:Gene		ENSG00000113569
				biolink:Protein		ENSP00000231498
				biolink:Gene		ENSG00000109381
				biolink:Protein		ENSP00000377782
				biolink:Gene		ENSG00000171360
				biolink:Protein		ENSP00000246646
				biolink:Gene		ENSG00000244025
				biolink:Protein		ENSP00000386376
				biolink:Gene		ENSG00000212658
				biolink:Protein		ENSP00000375148
				biolink:Gene		ENSG00000187242
				biolink:Protein		ENSP00000251643
				biolink:Gene		ENSG00000147697
				biolink:Protein		ENSP00000276708
				biolink:Gene		ENSG00000213417
				biolink:Protein		ENSP00000377583
				biolink:Gene		ENSG00000198083
				biolink:Protein		ENSP00000377576
				biolink:Gene		ENSG00000205445
				biolink:Protein		ENSP00000375479
				biolink:Protein		ENSP00000381489
				biolink:Gene		ENSG00000213937
				biolink:Protein		ENSP00000398017
				biolink:Protein		ENSP00000357082
				biolink:Gene		ENSG00000182816
				biolink:Protein		ENSP00000382777
				biolink:Gene		ENSG00000241123
				biolink:Protein		ENSP00000383223
				biolink:Gene		ENSG00000186970
				biolink:Protein		ENSP00000334866
				biolink:Gene		ENSG00000120533
				biolink:Protein		ENSP00000429986
				biolink:Gene		ENSG00000240432
				biolink:Protein		ENSP00000375109
				biolink:Gene		ENSG00000221880
				biolink:Protein		ENSP00000344420
				biolink:Gene		ENSG00000131737
				biolink:Protein		ENSP00000377570
				biolink:Gene		ENSG00000241598
				biolink:Protein		ENSP00000382590
				biolink:Gene		ENSG00000104518
				biolink:Protein		ENSP00000433209
				biolink:Gene		ENSG00000186977
				biolink:Protein		ENSP00000334985
				biolink:Gene		ENSG00000204572
				biolink:Protein		ENSP00000381542
				biolink:Gene		ENSG00000212659
				biolink:Protein		ENSP00000375150
				biolink:Gene		ENSG00000205439
				biolink:Protein		ENSP00000381005
				biolink:Gene		ENSG00000100373
				biolink:Protein		ENSP00000216211
				biolink:Gene		ENSG00000206104
				biolink:Protein		ENSP00000372276
				biolink:Gene		ENSG00000204889
				biolink:Protein		ENSP00000366984
				biolink:Gene		ENSG00000214518
				biolink:Protein		ENSP00000381494
				biolink:Gene		ENSG00000196787
				biolink:Protein		ENSP00000352119
				biolink:Protein		ENSP00000257632
				biolink:Gene		ENSG00000167914
				biolink:Protein		ENSP00000301659
				biolink:Gene		ENSG00000164485
				biolink:Protein		ENSP00000296980
				biolink:Gene		ENSG00000113583
				biolink:Protein		ENSP00000231512
				biolink:Gene		ENSG00000186925
				biolink:Protein		ENSP00000375107
				biolink:Gene		ENSG00000163002
				biolink:Protein		ENSP00000295119
				biolink:Gene		ENSG00000186049
				biolink:Protein		ENSP00000307014
				biolink:Gene		ENSG00000206106
				biolink:Protein		ENSP00000372281
				biolink:Gene		ENSG00000185479
				biolink:Protein		ENSP00000252252
				biolink:Gene		ENSG00000189169
				biolink:Protein		ENSP00000383216
				biolink:Gene		ENSG00000167916
				biolink:Protein		ENSP00000264651
				biolink:Gene		ENSG00000196156
				biolink:Protein		ENSP00000375151
				biolink:Gene		ENSG00000212901
				biolink:Protein		ENSP00000375430
				biolink:Gene		ENSG00000099840
				biolink:Protein		ENSP00000378712
				biolink:Gene		ENSG00000143630
				biolink:Protein		ENSP00000357342
				biolink:Gene		ENSG00000212721
				biolink:Protein		ENSP00000375232
				biolink:Gene		ENSG00000244411
				biolink:Protein		ENSP00000417330
				biolink:Gene		ENSG00000234289
				biolink:Protein		ENSP00000481622
				biolink:Gene		ENSG00000186980
				biolink:Protein		ENSP00000346536
				biolink:Gene		ENSG00000112308
				biolink:Protein		ENSP00000367359
				biolink:Gene		ENSG00000139648
				biolink:Protein		ENSP00000267119
				biolink:Gene		ENSG00000206102
				biolink:Protein		ENSP00000372272
				biolink:Gene		ENSG00000204539
				biolink:Protein		ENSP00000365465
				biolink:Gene		ENSG00000111291
				biolink:Protein		ENSP00000228887
				biolink:Gene		ENSG00000186971
				biolink:Protein		ENSP00000334834
				biolink:Gene		ENSG00000170442
				biolink:Protein		ENSP00000444533
				biolink:Gene		ENSG00000275221
				biolink:Protein		ENSP00000482431
				biolink:Gene		ENSG00000019485
				biolink:Protein		ENSP00000480626
				biolink:Gene		ENSG00000212935
				biolink:Protein		ENSP00000375478
				biolink:Gene		ENSG00000212724
				biolink:Protein		ENSP00000375237
				biolink:Gene		ENSG00000186860
				biolink:Protein		ENSP00000333993
				biolink:Gene		ENSG00000196859
				biolink:Protein		ENSP00000347823
				biolink:Gene		ENSG00000186967
				biolink:Protein		ENSP00000335567
				biolink:Gene		ENSG00000215455
				biolink:Protein		ENSP00000383226
				biolink:Gene		ENSG00000120253
				biolink:Protein		ENSP00000342262
				biolink:Gene		ENSG00000102900
				biolink:Protein		ENSP00000310668
				biolink:Gene		ENSG00000185069
				biolink:Protein		ENSP00000330101
				biolink:Gene		ENSG00000170423
				biolink:Protein		ENSP00000306261
				biolink:Gene		ENSG00000114638
				biolink:Protein		ENSP00000264234
				biolink:Gene		ENSG00000184724
				biolink:Protein		ENSP00000332690
				biolink:Gene		ENSG00000188155
				biolink:Protein		ENSP00000383219
				biolink:Gene		ENSG00000197903
				biolink:Protein		ENSP00000349430
				biolink:Gene		ENSG00000240542
				biolink:Protein		ENSP00000381488
				biolink:Gene		ENSG00000212938
				biolink:Protein		ENSP00000375482
				biolink:Gene		ENSG00000171396
				biolink:Protein		ENSP00000375076
				biolink:Gene		ENSG00000146250
				biolink:Protein		ENSP00000358714
				biolink:Gene		ENSG00000187766
				biolink:Protein		ENSP00000335565
				biolink:Gene		ENSG00000170486
				biolink:Protein		ENSP00000293745
				biolink:Gene		ENSG00000204897
				biolink:Protein		ENSP00000310573
				biolink:Gene		ENSG00000186393
				biolink:Protein		ENSP00000334798
				biolink:Gene		ENSG00000204887
				biolink:Protein		ENSP00000366976
				biolink:Gene		ENSG00000186930
				biolink:Protein		ENSP00000334560
				biolink:Gene		ENSG00000212657
				biolink:Protein		ENSP00000375147
				biolink:Gene		ENSG00000115507
				biolink:Protein		ENSP00000282549
				biolink:Gene		ENSG00000170454
				biolink:Protein		ENSP00000252245
				biolink:Gene		ENSG00000183640
				biolink:Protein		ENSP00000332805
				biolink:Gene		ENSG00000243489
				biolink:Protein		ENSP00000334197
				biolink:Gene		ENSG00000008197
				biolink:Protein		ENSP00000008391
				biolink:Protein		ENSP00000381185
				biolink:Gene		ENSG00000082397
				biolink:Protein		ENSP00000343158
				biolink:Gene		ENSG00000134504
				biolink:Protein		ENSP00000384367
				biolink:Gene		ENSG00000186599
				biolink:Protein		ENSP00000335281
				biolink:Gene		ENSG00000231924
				biolink:Protein		ENSP00000308970
				biolink:Gene		ENSG00000155729
				biolink:Protein		ENSP00000352941
				biolink:Gene		ENSG00000204614
				biolink:Protein		ENSP00000379826
				biolink:Gene		ENSG00000079819
				biolink:Protein		ENSP00000338481
				biolink:Gene		ENSG00000007129
				biolink:Protein		ENSP00000385739
				biolink:Gene		ENSG00000116819
				biolink:Protein		ENSP00000362332
				biolink:Gene		ENSG00000119715
				biolink:Protein		ENSP00000422488
				biolink:Gene		ENSG00000204428
				biolink:Protein		ENSP00000372724
				biolink:Gene		ENSG00000274588
				biolink:Protein		ENSP00000477515
				biolink:Gene		ENSG00000111249
				biolink:Protein		ENSP00000261726
				biolink:Gene		ENSG00000153885
				biolink:Protein		ENSP00000394390
				biolink:Gene		ENSG00000004660
				biolink:Protein		ENSP00000158166
				biolink:Gene		ENSG00000146109
				biolink:Protein		ENSP00000274849
				biolink:Gene		ENSG00000158786
				biolink:Protein		ENSP00000364243
				biolink:Gene		ENSG00000169836
				biolink:Protein		ENSP00000303325
				biolink:Gene		ENSG00000204427
				biolink:Protein		ENSP00000379282
				biolink:Gene		ENSG00000198553
				biolink:Protein		ENSP00000324191
				biolink:Gene		ENSG00000204548
				biolink:Protein		ENSP00000417128
				biolink:Gene		ENSG00000136897
				biolink:Protein		ENSP00000363999
				biolink:Gene		ENSG00000198732
				biolink:Protein		ENSP00000355110
				biolink:Gene		ENSG00000180332
				biolink:Protein		ENSP00000368402
				biolink:Gene		ENSG00000180481
				biolink:Protein		ENSP00000448248
				biolink:Gene		ENSG00000008196
				biolink:Protein		ENSP00000377265
				biolink:Gene		ENSG00000204439
				biolink:Protein		ENSP00000365076
				biolink:Gene		ENSG00000240891
				biolink:Protein		ENSP00000420686
				biolink:Gene		ENSG00000144847
				biolink:Protein		ENSP00000377370
				biolink:Gene		ENSG00000148655
				biolink:Protein		ENSP00000361577
				biolink:Gene		ENSG00000153294
				biolink:Protein		ENSP00000283303
				biolink:Gene		ENSG00000151364
				biolink:Protein		ENSP00000316482
				biolink:Gene		ENSG00000185585
				biolink:Protein		ENSP00000362682
				biolink:Gene		ENSG00000188315
				biolink:Protein		ENSP00000341139
				biolink:Gene		ENSG00000204469
				biolink:Protein		ENSP00000365201
				biolink:Gene		ENSG00000106028
				biolink:Protein		ENSP00000419665
				biolink:Gene		ENSG00000246705
				biolink:Protein		ENSP00000438553
				biolink:Gene		ENSG00000103175
				biolink:Protein		ENSP00000219454
				biolink:Gene		ENSG00000163950
				biolink:Protein		ENSP00000417686
				biolink:Gene		ENSG00000156017
				biolink:Protein		ENSP00000366030
				biolink:Gene		ENSG00000198646
				biolink:Protein		ENSP00000363929
				biolink:Gene		ENSG00000143851
				biolink:Protein		ENSP00000309116
				biolink:Gene		ENSG00000177257
				biolink:Protein		ENSP00000424598
				biolink:Gene		ENSG00000240053
				biolink:Protein		ENSP00000365024
				biolink:Protein		ENSP00000275532
				biolink:Gene		ENSG00000067208
				biolink:Protein		ENSP00000359356
				biolink:Gene		ENSG00000075073
				biolink:Protein		ENSP00000362403
				biolink:Gene		ENSG00000119608
				biolink:Protein		ENSP00000451223
				biolink:Gene		ENSG00000188958
				biolink:Protein		ENSP00000340526
				biolink:Gene		ENSG00000203970
				biolink:Protein		ENSP00000360190
				biolink:Gene		ENSG00000213859
				biolink:Protein		ENSP00000328352
				biolink:Gene		ENSG00000188997
				biolink:Protein		ENSP00000339340
				biolink:Gene		ENSG00000204438
				biolink:Protein		ENSP00000365071
				biolink:Gene		ENSG00000204381
				biolink:Protein		ENSP00000364765
				biolink:Gene		ENSG00000179862
				biolink:Protein		ENSP00000361721
				biolink:Gene		ENSG00000158125
				biolink:Protein		ENSP00000368727
				biolink:Gene		ENSG00000137166
				biolink:Protein		ENSP00000362151
				biolink:Gene		ENSG00000186562
				biolink:Protein		ENSP00000334330
				biolink:Gene		ENSG00000183260
				biolink:Protein		ENSP00000358932
				biolink:Gene		ENSG00000204616
				biolink:Protein		ENSP00000365924
				biolink:Gene		ENSG00000137270
				biolink:Protein		ENSP00000259803
				biolink:Gene		ENSG00000154803
				biolink:Protein		ENSP00000285071
				biolink:Protein		ENSP00000387318
				biolink:Gene		ENSG00000163909
				biolink:Protein		ENSP00000361943
				biolink:Gene		ENSG00000188290
				biolink:Protein		ENSP00000393198
				biolink:Protein		ENSP00000419718
				biolink:Gene		ENSG00000158158
				biolink:Protein		ENSP00000366275
				biolink:Gene		ENSG00000178425
				biolink:Protein		ENSP00000326858
				biolink:Gene		ENSG00000185022
				biolink:Protein		ENSP00000345393
				biolink:Gene		ENSG00000122512
				biolink:Protein		ENSP00000265849
				biolink:Gene		ENSG00000066855
				biolink:Protein		ENSP00000262146
				biolink:Protein		ENSP00000440272
				biolink:Gene		ENSG00000182195
				biolink:Protein		ENSP00000359557
				biolink:Gene		ENSG00000105662
				biolink:Protein		ENSP00000345001
				biolink:Gene		ENSG00000023572
				biolink:Protein		ENSP00000356410
				biolink:Gene		ENSG00000064933
				biolink:Protein		ENSP00000406490
				biolink:Gene		ENSG00000231887
				biolink:Protein		ENSP00000479168
				biolink:Gene		ENSG00000118513
				biolink:Protein		ENSP00000339992
				biolink:Gene		ENSG00000171865
				biolink:Protein		ENSP00000313350
				biolink:Gene		ENSG00000129167
				biolink:Protein		ENSP00000250018
				biolink:Gene		ENSG00000143476
				biolink:Protein		ENSP00000355958
				biolink:Gene		ENSG00000174738
				biolink:Protein		ENSP00000310006
				biolink:Gene		ENSG00000173614
				biolink:Protein		ENSP00000366410
				biolink:Protein		ENSP00000361170
				biolink:Gene		ENSG00000048392
				biolink:Protein		ENSP00000251810
				biolink:Gene		ENSG00000132915
				biolink:Protein		ENSP00000255266
				biolink:Gene		ENSG00000165898
				biolink:Protein		ENSP00000452007
				biolink:Gene		ENSG00000183077
				biolink:Protein		ENSP00000328938
				biolink:Gene		ENSG00000111644
				biolink:Protein		ENSP00000229243
				biolink:Gene		ENSG00000159259
				biolink:Protein		ENSP00000315700
				biolink:Gene		ENSG00000104884
				biolink:Protein		ENSP00000375809
				biolink:Gene		ENSG00000094916
				biolink:Protein		ENSP00000209875
				biolink:Gene		ENSG00000197275
				biolink:Protein		ENSP00000336606
				biolink:Gene		ENSG00000180694
				biolink:Protein		ENSP00000414786
				biolink:Gene		ENSG00000164304
				biolink:Protein		ENSP00000425493
				biolink:Gene		ENSG00000189221
				biolink:Protein		ENSP00000340684
				biolink:Gene		ENSG00000124818
				biolink:Protein		ENSP00000360255
				biolink:Gene		ENSG00000110721
				biolink:Protein		ENSP00000265689
				biolink:Gene		ENSG00000112234
				biolink:Protein		ENSP00000358247
				biolink:Gene		ENSG00000213762
				biolink:Protein		ENSP00000379464
				biolink:Gene		ENSG00000175097
				biolink:Protein		ENSP00000478672
				biolink:Gene		ENSG00000164294
				biolink:Protein		ENSP00000423822
				biolink:Gene		ENSG00000065613
				biolink:Protein		ENSP00000358770
				biolink:Gene		ENSG00000116874
				biolink:Protein		ENSP00000235521
				biolink:Gene		ENSG00000166148
				biolink:Protein		ENSP00000299178
				biolink:Gene		ENSG00000084628
				biolink:Protein		ENSP00000362841
				biolink:Gene		ENSG00000108468
				biolink:Protein		ENSP00000377060
				biolink:Gene		ENSG00000140326
				biolink:Protein		ENSP00000348564
				biolink:Gene		ENSG00000188992
				biolink:Protein		ENSP00000343331
				biolink:Gene		ENSG00000119684
				biolink:Protein		ENSP00000348020
				biolink:Gene		ENSG00000141433
				biolink:Protein		ENSP00000462647
				biolink:Gene		ENSG00000051341
				biolink:Protein		ENSP00000264233
				biolink:Gene		ENSG00000179958
				biolink:Protein		ENSP00000322524
				biolink:Gene		ENSG00000092470
				biolink:Protein		ENSP00000263795
				biolink:Gene		ENSG00000186432
				biolink:Protein		ENSP00000334373
				biolink:Gene		ENSG00000224586
				biolink:Protein		ENSP00000392398
				biolink:Gene		ENSG00000139287
				biolink:Protein		ENSP00000329093
				biolink:Gene		ENSG00000101040
				biolink:Protein		ENSP00000420095
				biolink:Gene		ENSG00000100104
				biolink:Protein		ENSP00000215917
				biolink:Gene		ENSG00000186522
				biolink:Protein		ENSP00000380824
				biolink:Gene		ENSG00000170734
				biolink:Protein		ENSP00000361310
				biolink:Gene		ENSG00000158711
				biolink:Protein		ENSP00000350681
				biolink:Gene		ENSG00000124089
				biolink:Protein		ENSP00000243911
				biolink:Protein		ENSP00000357052
				biolink:Gene		ENSG00000182348
				biolink:Protein		ENSP00000329638
				biolink:Gene		ENSG00000176125
				biolink:Protein		ENSP00000373413
				biolink:Gene		ENSG00000217128
				biolink:Protein		ENSP00000421985
				biolink:Gene		ENSG00000134698
				biolink:Protein		ENSP00000362306
				biolink:Gene		ENSG00000046774
				biolink:Protein		ENSP00000354660
				biolink:Gene		ENSG00000158639
				biolink:Protein		ENSP00000289619
				biolink:Gene		ENSG00000140398
				biolink:Protein		ENSP00000347170
				biolink:Gene		ENSG00000054277
				biolink:Protein		ENSP00000355512
				biolink:Gene		ENSG00000160741
				biolink:Protein		ENSP00000357622
				biolink:Gene		ENSG00000106018
				biolink:Protein		ENSP00000262178
				biolink:Gene		ENSG00000142089
				biolink:Protein		ENSP00000382707
				biolink:Gene		ENSG00000135945
				biolink:Protein		ENSP00000258428
				biolink:Gene		ENSG00000177963
				biolink:Protein		ENSP00000325941
				biolink:Gene		ENSG00000162777
				biolink:Protein		ENSP00000350266
				biolink:Gene		ENSG00000131944
				biolink:Protein		ENSP00000466121
				biolink:Gene		ENSG00000116157
				biolink:Protein		ENSP00000354677
				biolink:Gene		ENSG00000166016
				biolink:Protein		ENSP00000410157
				biolink:Gene		ENSG00000137252
				biolink:Protein		ENSP00000477548
				biolink:Gene		ENSG00000172828
				biolink:Protein		ENSP00000304782
				biolink:Gene		ENSG00000275993
				biolink:Protein		ENSP00000482829
				biolink:Gene		ENSG00000197299
				biolink:Protein		ENSP00000347232
				biolink:Gene		ENSG00000196867
				biolink:Protein		ENSP00000301318
				biolink:Gene		ENSG00000175595
				biolink:Protein		ENSP00000310520
				biolink:Gene		ENSG00000177294
				biolink:Protein		ENSP00000321386
				biolink:Gene		ENSG00000130997
				biolink:Protein		ENSP00000435506
				biolink:Gene		ENSG00000225556
				biolink:Protein		ENSP00000389554
				biolink:Gene		ENSG00000133739
				biolink:Protein		ENSP00000353538
				biolink:Gene		ENSG00000131188
				biolink:Protein		ENSP00000327168
				biolink:Gene		ENSG00000069812
				biolink:Protein		ENSP00000367065
				biolink:Gene		ENSG00000244242
				biolink:Protein		ENSP00000344430
				biolink:Gene		ENSG00000109674
				biolink:Protein		ENSP00000264596
				biolink:Gene		ENSG00000111321
				biolink:Protein		ENSP00000228918
				biolink:Gene		ENSG00000099364
				biolink:Protein		ENSP00000369666
				biolink:Gene		ENSG00000126070
				biolink:Protein		ENSP00000362287
				biolink:Gene		ENSG00000182325
				biolink:Protein		ENSP00000330098
				biolink:Gene		ENSG00000180902
				biolink:Protein		ENSP00000315351
				biolink:Gene		ENSG00000064655
				biolink:Protein		ENSP00000333640
				biolink:Gene		ENSG00000198894
				biolink:Protein		ENSP00000355319
				biolink:Gene		ENSG00000136770
				biolink:Protein		ENSP00000366179
				biolink:Gene		ENSG00000197619
				biolink:Protein		ENSP00000471549
				biolink:Gene		ENSG00000187790
				biolink:Protein		ENSP00000267430
				biolink:Gene		ENSG00000142599
				biolink:Protein		ENSP00000338629
				biolink:Gene		ENSG00000151743
				biolink:Protein		ENSP00000281471
