60 1 .028491999953985214
62 1 .03096500039100647
64 1 .07142099738121033
111 1 .036084000021219254
176 1 .04285600036382675
451 1 .03105900064110756
786 1 .02741600014269352
815 1 .02760699950158596
1019 1 .041143998503685
1037 1 .038832999765872955
1712 1 .029417000710964203
1763 1 .02662999927997589
3759 1 .028978999704122543
4129 1 .037661999464035034
4378 1 .043650999665260315
4424 1 .026156000792980194
4483 1 .032641999423503876
7924 1 .02608500048518181
8022 1 .030216999351978302
8057 1 .027049999684095383
