Gene_A	Gene_B	Weight
ENSG00000094880	ENSG00000101182	1.9E-2
ENSG00000095261	ENSG00000101182	1.7E-2
ENSG00000099341	ENSG00000101182	1.7E-2
ENSG00000100519	ENSG00000101182	1.8E-2
ENSG00000100567	ENSG00000101182	1.7E-2
ENSG00000100764	ENSG00000101182	1.9E-2
ENSG00000100804	ENSG00000101182	1.7E-2
ENSG00000100902	ENSG00000101182	1.7E-2
ENSG00000100911	ENSG00000101182	1.7E-2
ENSG00000095139	ENSG00000101199	1.6E-1
ENSG00000087460	ENSG00000101200	2.1E-1
ENSG00000011600	ENSG00000101307	4.7E-1
ENSG00000090372	ENSG00000101343	2.3E-2
ENSG00000067829	ENSG00000101365	3.7E-1
ENSG00000002822	ENSG00000101367	8.9E-3
